user_id,age,country,religion,continent
124297,59.0,usa,christian,n_america
128094,35.0,usa,christian,n_america
174694,46.0,usa,christian,n_america
2700,29.0,usa,christian,n_america
26349,34.0,canada,christian,n_america
30281,52.0,usa,christian,n_america
31370,43.0,usa,christian,n_america
46492,37.0,usa,christian,n_america
46898,33.0,usa,christian,n_america
47383,55.0,usa,christian,n_america
47958,54.0,usa,christian,n_america
81938,25.0,others,others,others
83700,27.0,usa,christian,n_america
102668,31.0,usa,christian,n_america
130453,47.0,usa,christian,n_america
138650,56.0,usa,christian,n_america
141877,33.0,usa,christian,n_america
143009,30.0,usa,christian,n_america
163443,19.0,usa,christian,n_america
174276,45.0,usa,christian,n_america
183340,30.0,usa,christian,n_america
205975,23.0,usa,christian,n_america
208785,42.0,usa,christian,n_america
212888,50.0,usa,christian,n_america
214148,59.0,usa,christian,n_america
234174,43.0,usa,christian,n_america
236931,30.0,usa,christian,n_america
238050,53.0,usa,christian,n_america
246395,40.0,usa,christian,n_america
257483,54.0,canada,christian,n_america
258542,28.0,usa,christian,n_america
266956,33.0,usa,christian,n_america
1184,38.0,usa,christian,n_america
6424,30.0,usa,christian,n_america
31470,13.0,usa,christian,n_america
41429,43.0,usa,christian,n_america
41608,53.0,usa,christian,n_america
85487,40.0,usa,christian,n_america
121814,54.0,usa,christian,n_america
249612,49.0,usa,christian,n_america
276211,36.0,usa,christian,n_america
31514,45.0,usa,christian,n_america
42864,54.0,singapore,buddism,en_asia
105515,19.0,usa,christian,n_america
106479,31.0,usa,christian,n_america
107491,47.0,usa,christian,n_america
135725,58.0,usa,christian,n_america
174817,24.0,usa,christian,n_america
243344,43.0,usa,christian,n_america
16859,44.0,newzealand,christian,ause
17391,23.0,usa,christian,n_america
18908,29.0,usa,christian,n_america
19686,41.0,usa,christian,n_america
25178,28.0,usa,christian,n_america
39782,57.0,england,christian,europe
60622,52.0,usa,christian,n_america
68226,28.0,germany,christian,europe
68846,29.0,usa,christian,n_america
74315,51.0,usa,christian,n_america
90433,46.0,usa,christian,n_america
94937,48.0,usa,christian,n_america
100256,17.0,canada,christian,n_america
103277,31.0,usa,christian,n_america
104732,65.0,canada,christian,n_america
120472,26.0,usa,christian,n_america
146421,44.0,australia,christian,ause
165315,16.0,usa,christian,n_america
167718,36.0,usa,christian,n_america
187426,27.0,usa,christian,n_america
192135,19.0,canada,christian,n_america
206058,23.0,usa,christian,n_america
208161,34.0,usa,christian,n_america
212893,70.0,usa,christian,n_america
213827,28.0,usa,christian,n_america
235710,22.0,canada,christian,n_america
236323,52.0,usa,christian,n_america
236913,28.0,canada,christian,n_america
243795,53.0,usa,christian,n_america
249248,43.0,england,christian,europe
251223,62.0,usa,christian,n_america
265827,57.0,usa,christian,n_america
276291,28.0,usa,christian,n_america
28693,24.0,usa,christian,n_america
94691,31.0,canada,christian,n_america
138062,22.0,canada,christian,n_america
241885,14.0,usa,christian,n_america
834,17.0,usa,christian,n_america
56087,20.0,usa,christian,n_america
135567,15.0,usa,christian,n_america
236356,19.0,usa,christian,n_america
32944,50.0,canada,christian,n_america
57304,46.0,others,others,others
141729,61.0,usa,christian,n_america
188002,45.0,canada,christian,n_america
639,57.0,usa,christian,n_america
30979,41.0,usa,christian,n_america
102449,37.0,usa,christian,n_america
139668,32.0,usa,christian,n_america
153342,43.0,canada,christian,n_america
213998,68.0,usa,christian,n_america
225187,45.0,usa,christian,n_america
640,44.0,canada,christian,n_america
43554,31.0,canada,christian,n_america
62532,30.0,usa,christian,n_america
173006,29.0,netherlands,christian,europe
66764,17.0,canada,christian,n_america
93207,51.0,canada,christian,n_america
170627,54.0,canada,christian,n_america
267112,22.0,canada,christian,n_america
641,35.0,usa,christian,n_america
3192,39.0,usa,christian,n_america
6689,23.0,usa,christian,n_america
18795,14.0,canada,christian,n_america
24389,42.0,brazil,christian,s_america
27499,32.0,usa,christian,n_america
28790,28.0,usa,christian,n_america
31060,14.0,usa,christian,n_america
46312,9.0,usa,christian,n_america
53069,43.0,usa,christian,n_america
56488,55.0,usa,christian,n_america
61146,24.0,usa,christian,n_america
64958,49.0,usa,christian,n_america
74530,14.0,usa,christian,n_america
75267,28.0,canada,christian,n_america
75390,10.0,usa,christian,n_america
77476,28.0,usa,christian,n_america
79952,35.0,australia,christian,ause
82854,29.0,usa,christian,n_america
87597,36.0,usa,christian,n_america
97646,38.0,usa,christian,n_america
99765,32.0,england,christian,europe
108197,25.0,usa,christian,n_america
116477,17.0,england,christian,europe
128033,47.0,usa,christian,n_america
130791,25.0,usa,christian,n_america
132919,45.0,usa,christian,n_america
135856,44.0,usa,christian,n_america
159802,33.0,canada,christian,n_america
195388,49.0,canada,christian,n_america
197338,24.0,usa,christian,n_america
201592,32.0,australia,christian,ause
218439,58.0,usa,christian,n_america
239619,43.0,england,christian,europe
254417,36.0,usa,christian,n_america
259018,15.0,australia,christian,ause
275358,15.0,usa,christian,n_america
277096,57.0,canada,christian,n_america
643,23.0,france,christian,europe
56201,65.0,usa,christian,n_america
105927,47.0,usa,christian,n_america
178961,42.0,usa,christian,n_america
185758,44.0,usa,christian,n_america
201590,25.0,usa,christian,n_america
55136,40.0,usa,christian,n_america
84308,48.0,netherlands,christian,europe
118004,16.0,england,christian,europe
174334,39.0,usa,christian,n_america
199928,28.0,england,christian,europe
92938,26.0,england,christian,europe
5702,14.0,australia,christian,ause
75433,26.0,england,christian,europe
158344,36.0,germany,christian,europe
231463,44.0,england,christian,europe
245940,22.0,england,christian,europe
258881,29.0,canada,christian,n_america
154679,16.0,brazil,christian,s_america
172874,26.0,england,christian,europe
224750,26.0,usa,christian,n_america
13141,26.0,england,christian,europe
26120,31.0,england,christian,europe
39992,51.0,england,christian,europe
50797,47.0,england,christian,europe
83041,41.0,england,christian,europe
98940,73.0,england,christian,europe
99242,49.0,england,christian,europe
103144,19.0,malaysia,islam,islam
107044,24.0,australia,christian,ause
118919,25.0,usa,christian,n_america
132152,36.0,england,christian,europe
140083,47.0,england,christian,europe
166876,35.0,england,christian,europe
172870,29.0,england,christian,europe
178983,34.0,england,christian,europe
179392,25.0,england,christian,europe
180155,49.0,england,christian,europe
188484,24.0,england,christian,europe
198544,27.0,england,christian,europe
221780,30.0,england,christian,europe
223105,22.0,usa,christian,n_america
229593,36.0,usa,christian,n_america
230985,19.0,england,christian,europe
273849,64.0,england,christian,europe
111907,14.0,usa,christian,n_america
7604,34.0,usa,christian,n_america
33371,34.0,usa,christian,n_america
35255,27.0,usa,christian,n_america
64215,48.0,usa,christian,n_america
113371,13.0,usa,christian,n_america
167781,24.0,usa,christian,n_america
170792,38.0,usa,christian,n_america
172700,33.0,usa,christian,n_america
184864,22.0,usa,christian,n_america
198061,16.0,usa,christian,n_america
217089,50.0,usa,christian,n_america
230411,78.0,malaysia,islam,islam
259620,46.0,usa,christian,n_america
118286,28.0,england,christian,europe
140758,23.0,newzealand,christian,ause
150547,26.0,italy,christian,europe
193560,37.0,england,christian,europe
36310,21.0,england,christian,europe
75133,26.0,england,christian,europe
109752,21.0,england,christian,europe
222341,23.0,australia,christian,ause
194646,50.0,england,christian,europe
227157,41.0,england,christian,europe
236872,35.0,england,christian,europe
150902,16.0,finland,christian,europe
153185,49.0,netherlands,christian,europe
203502,41.0,usa,christian,n_america
17165,37.0,england,christian,europe
12568,26.0,england,christian,europe
137985,23.0,england,christian,europe
15632,26.0,canada,christian,n_america
16941,19.0,germany,christian,europe
90491,23.0,usa,christian,n_america
105187,53.0,france,christian,europe
111495,22.0,canada,christian,n_america
177768,24.0,australia,christian,ause
228149,30.0,england,christian,europe
257012,21.0,canada,christian,n_america
85806,21.0,switzerland,christian,europe
118846,29.0,france,christian,europe
80803,27.0,france,christian,europe
105618,29.0,canada,christian,n_america
187598,16.0,france,christian,europe
263328,39.0,usa,christian,n_america
18494,34.0,belgium,christian,europe
34908,16.0,france,christian,europe
47329,37.0,switzerland,christian,europe
63083,21.0,france,christian,europe
87526,25.0,switzerland,christian,europe
90277,23.0,france,christian,europe
124536,28.0,switzerland,christian,europe
139879,35.0,belgium,christian,europe
141085,16.0,france,christian,europe
163363,22.0,france,christian,europe
168129,22.0,france,christian,europe
171988,31.0,usa,christian,n_america
187805,31.0,france,christian,europe
196148,26.0,canada,christian,n_america
206865,22.0,france,christian,europe
261738,23.0,switzerland,christian,europe
264828,25.0,france,christian,europe
86877,25.0,canada,christian,n_america
156380,21.0,canada,christian,n_america
190462,23.0,switzerland,christian,europe
202447,27.0,france,christian,europe
264091,28.0,france,christian,europe
147117,30.0,usa,christian,n_america
156971,39.0,france,christian,europe
188658,23.0,france,christian,europe
182642,24.0,france,christian,europe
649,33.0,usa,christian,n_america
73640,42.0,usa,christian,n_america
170699,32.0,usa,christian,n_america
216955,33.0,usa,christian,n_america
246820,39.0,usa,christian,n_america
650,29.0,usa,christian,n_america
112759,55.0,usa,christian,n_america
123201,45.0,usa,christian,n_america
127891,16.0,usa,christian,n_america
183985,12.0,usa,christian,n_america
218059,22.0,usa,christian,n_america
258290,29.0,usa,christian,n_america
23303,43.0,newzealand,christian,ause
99641,35.0,usa,christian,n_america
59504,39.0,usa,christian,n_america
84866,20.0,england,christian,europe
86159,35.0,canada,christian,n_america
193713,38.0,usa,christian,n_america
130782,37.0,usa,christian,n_america
176597,34.0,usa,christian,n_america
249189,38.0,usa,christian,n_america
262190,61.0,usa,christian,n_america
251884,65.0,usa,christian,n_america
249963,34.0,usa,christian,n_america
117156,26.0,usa,christian,n_america
56090,34.0,canada,christian,n_america
26418,29.0,usa,christian,n_america
56203,30.0,usa,christian,n_america
74091,31.0,usa,christian,n_america
102581,34.0,usa,christian,n_america
143771,37.0,usa,christian,n_america
164037,55.0,usa,christian,n_america
198807,58.0,japan,buddism,e_asia
262458,15.0,canada,christian,n_america
262849,26.0,usa,christian,n_america
2580,36.0,usa,christian,n_america
103024,30.0,usa,christian,n_america
109771,26.0,usa,christian,n_america
187637,34.0,usa,christian,n_america
6566,41.0,usa,christian,n_america
20086,52.0,usa,christian,n_america
69400,32.0,canada,christian,n_america
69596,28.0,usa,christian,n_america
94840,38.0,usa,christian,n_america
155404,64.0,usa,christian,n_america
162980,41.0,usa,christian,n_america
187907,49.0,usa,christian,n_america
198721,33.0,usa,christian,n_america
214315,32.0,usa,christian,n_america
218840,51.0,usa,christian,n_america
225599,51.0,usa,christian,n_america
238827,21.0,usa,christian,n_america
240470,40.0,england,christian,europe
249064,43.0,usa,christian,n_america
252453,26.0,usa,christian,n_america
115953,36.0,usa,christian,n_america
145728,52.0,usa,christian,n_america
234401,34.0,germany,christian,europe
261973,35.0,usa,christian,n_america
260942,13.0,usa,christian,n_america
87688,35.0,usa,christian,n_america
61834,53.0,canada,christian,n_america
63300,26.0,usa,christian,n_america
96900,17.0,usa,christian,n_america
144223,20.0,usa,christian,n_america
266735,19.0,usa,christian,n_america
75486,35.0,usa,christian,n_america
114822,25.0,england,christian,europe
123130,27.0,usa,christian,n_america
115790,19.0,canada,christian,n_america
269197,32.0,usa,christian,n_america
49945,27.0,usa,christian,n_america
178670,33.0,usa,christian,n_america
139584,45.0,usa,christian,n_america
86297,33.0,usa,christian,n_america
216557,33.0,canada,christian,n_america
121135,74.0,usa,christian,n_america
118476,54.0,usa,christian,n_america
172687,29.0,usa,christian,n_america
231376,44.0,usa,christian,n_america
183436,24.0,usa,christian,n_america
657,25.0,usa,christian,n_america
17724,50.0,canada,christian,n_america
179708,68.0,usa,christian,n_america
16459,27.0,usa,christian,n_america
17935,43.0,usa,christian,n_america
37951,26.0,canada,christian,n_america
42944,48.0,usa,christian,n_america
83077,22.0,canada,christian,n_america
92398,38.0,usa,christian,n_america
94583,33.0,canada,christian,n_america
98625,21.0,usa,christian,n_america
116856,46.0,usa,christian,n_america
135821,26.0,usa,christian,n_america
137663,59.0,usa,christian,n_america
152582,25.0,usa,christian,n_america
155989,39.0,usa,christian,n_america
160346,27.0,usa,christian,n_america
191578,55.0,usa,christian,n_america
198044,20.0,spain,christian,europe
205602,17.0,usa,christian,n_america
235267,27.0,usa,christian,n_america
237070,29.0,switzerland,christian,europe
246722,45.0,canada,christian,n_america
247726,30.0,usa,christian,n_america
257118,15.0,usa,christian,n_america
257927,49.0,usa,christian,n_america
268734,42.0,usa,christian,n_america
270026,47.0,usa,christian,n_america
275470,42.0,canada,christian,n_america
276111,54.0,usa,christian,n_america
660,26.0,usa,christian,n_america
68608,51.0,usa,christian,n_america
128653,20.0,germany,christian,europe
141960,41.0,usa,christian,n_america
147044,39.0,usa,christian,n_america
163302,23.0,phillipines,christian,en_asia
164410,15.0,usa,christian,n_america
177403,18.0,germany,christian,europe
183172,19.0,usa,christian,n_america
228020,34.0,greece,christian,europe
229513,31.0,england,christian,europe
242351,25.0,usa,christian,n_america
261684,60.0,germany,christian,europe
277072,59.0,england,christian,europe
677,27.0,usa,christian,n_america
50918,46.0,usa,christian,n_america
154611,16.0,usa,christian,n_america
191845,16.0,usa,christian,n_america
683,28.0,usa,christian,n_america
143405,26.0,canada,christian,n_america
685,21.0,usa,christian,n_america
120094,44.0,usa,christian,n_america
174574,17.0,usa,christian,n_america
216964,57.0,newzealand,christian,ause
245071,43.0,usa,christian,n_america
27194,33.0,england,christian,europe
32861,41.0,usa,christian,n_america
38081,28.0,usa,christian,n_america
45432,53.0,usa,christian,n_america
45920,31.0,usa,christian,n_america
54031,52.0,usa,christian,n_america
64247,27.0,usa,christian,n_america
66696,71.0,usa,christian,n_america
75284,59.0,usa,christian,n_america
76131,30.0,usa,christian,n_america
114052,26.0,usa,christian,n_america
115641,23.0,usa,christian,n_america
132145,14.0,canada,christian,n_america
136829,33.0,canada,christian,n_america
156369,21.0,usa,christian,n_america
170385,22.0,usa,christian,n_america
174977,15.0,usa,christian,n_america
177556,23.0,germany,christian,europe
199740,40.0,usa,christian,n_america
211042,34.0,usa,christian,n_america
214213,25.0,usa,christian,n_america
229243,29.0,usa,christian,n_america
241010,45.0,usa,christian,n_america
252505,45.0,usa,christian,n_america
274371,65.0,egypt,islam,islam
276704,34.0,usa,christian,n_america
695,52.0,netherlands,christian,europe
51913,51.0,usa,christian,n_america
5783,32.0,usa,christian,n_america
20862,43.0,usa,christian,n_america
21191,32.0,usa,christian,n_america
21282,29.0,usa,christian,n_america
24835,51.0,usa,christian,n_america
32542,41.0,usa,christian,n_america
83349,37.0,usa,christian,n_america
131560,39.0,usa,christian,n_america
141517,32.0,usa,christian,n_america
157045,35.0,usa,christian,n_america
157915,37.0,usa,christian,n_america
168434,23.0,canada,christian,n_america
170691,45.0,usa,christian,n_america
179291,78.0,usa,christian,n_america
193015,27.0,usa,christian,n_america
235513,51.0,usa,christian,n_america
242382,63.0,usa,christian,n_america
276226,34.0,usa,christian,n_america
47905,39.0,usa,christian,n_america
94655,23.0,usa,christian,n_america
100794,37.0,usa,christian,n_america
152469,36.0,canada,christian,n_america
169223,38.0,canada,christian,n_america
240028,33.0,usa,christian,n_america
240713,34.0,netherlands,christian,europe
698,31.0,usa,christian,n_america
36542,30.0,canada,christian,n_america
65665,40.0,australia,christian,ause
67716,32.0,england,christian,europe
138418,41.0,usa,christian,n_america
140822,54.0,germany,christian,europe
156691,27.0,usa,christian,n_america
158238,18.0,usa,christian,n_america
168177,25.0,usa,christian,n_america
184782,31.0,italy,christian,europe
200009,30.0,usa,christian,n_america
208099,36.0,usa,christian,n_america
219913,46.0,others,others,others
227870,40.0,usa,christian,n_america
249559,60.0,usa,christian,n_america
269114,57.0,usa,christian,n_america
24597,54.0,usa,christian,n_america
209154,31.0,usa,christian,n_america
246612,36.0,usa,christian,n_america
705,29.0,italy,christian,europe
707,43.0,usa,christian,n_america
708,44.0,usa,christian,n_america
244918,39.0,usa,christian,n_america
54812,41.0,usa,christian,n_america
227083,18.0,canada,christian,n_america
1511,25.0,usa,christian,n_america
3017,26.0,italy,christian,europe
13907,27.0,germany,christian,europe
16185,21.0,usa,christian,n_america
25677,53.0,usa,christian,n_america
52790,50.0,france,christian,europe
55398,58.0,usa,christian,n_america
56406,18.0,usa,christian,n_america
72145,29.0,usa,christian,n_america
78312,37.0,usa,christian,n_america
87742,32.0,spain,christian,europe
92329,20.0,usa,christian,n_america
99766,34.0,usa,christian,n_america
105655,24.0,usa,christian,n_america
108336,24.0,usa,christian,n_america
115266,61.0,usa,christian,n_america
119415,24.0,usa,christian,n_america
120677,28.0,netherlands,christian,europe
131363,20.0,norway,christian,europe
139796,23.0,germany,christian,europe
148133,26.0,netherlands,christian,europe
175822,24.0,switzerland,christian,europe
176159,22.0,germany,christian,europe
191506,34.0,usa,christian,n_america
196688,31.0,brazil,christian,s_america
209765,34.0,usa,christian,n_america
221198,22.0,usa,christian,n_america
222906,30.0,spain,christian,europe
223872,37.0,usa,christian,n_america
226975,28.0,usa,christian,n_america
232475,21.0,australia,christian,ause
239374,25.0,usa,christian,n_america
242037,18.0,china,buddism,e_asia
265834,51.0,spain,christian,europe
95915,13.0,australia,christian,ause
200568,48.0,usa,christian,n_america
92011,40.0,usa,christian,n_america
4878,21.0,usa,christian,n_america
7319,23.0,usa,christian,n_america
9721,47.0,usa,christian,n_america
9735,16.0,usa,christian,n_america
14655,16.0,usa,christian,n_america
26070,14.0,usa,christian,n_america
28809,38.0,england,christian,europe
30210,27.0,usa,christian,n_america
30359,22.0,usa,christian,n_america
32217,17.0,usa,christian,n_america
34740,17.0,canada,christian,n_america
42198,52.0,usa,christian,n_america
55502,16.0,usa,christian,n_america
62074,25.0,usa,christian,n_america
63452,20.0,usa,christian,n_america
64537,58.0,usa,christian,n_america
69093,17.0,usa,christian,n_america
73469,56.0,canada,christian,n_america
75063,40.0,usa,christian,n_america
77072,39.0,germany,christian,europe
93126,14.0,canada,christian,n_america
93194,15.0,usa,christian,n_america
96821,30.0,usa,christian,n_america
106891,17.0,usa,christian,n_america
108081,17.0,canada,christian,n_america
111827,29.0,usa,christian,n_america
115655,18.0,canada,christian,n_america
118518,14.0,usa,christian,n_america
122888,18.0,usa,christian,n_america
125469,31.0,canada,christian,n_america
127065,44.0,usa,christian,n_america
142636,15.0,usa,christian,n_america
143718,23.0,usa,christian,n_america
149768,45.0,usa,christian,n_america
162909,51.0,england,christian,europe
164918,73.0,usa,christian,n_america
166733,35.0,usa,christian,n_america
167600,24.0,canada,christian,n_america
189412,21.0,usa,christian,n_america
191873,61.0,usa,christian,n_america
202797,17.0,usa,christian,n_america
203893,26.0,canada,christian,n_america
208558,28.0,canada,christian,n_america
211068,16.0,usa,christian,n_america
213098,22.0,usa,christian,n_america
220154,18.0,usa,christian,n_america
224650,24.0,usa,christian,n_america
233143,34.0,usa,christian,n_america
234759,45.0,canada,christian,n_america
236842,20.0,usa,christian,n_america
238387,66.0,canada,christian,n_america
242040,23.0,usa,christian,n_america
245042,21.0,usa,christian,n_america
246910,15.0,usa,christian,n_america
252233,22.0,usa,christian,n_america
253343,28.0,usa,christian,n_america
256220,33.0,usa,christian,n_america
259152,19.0,usa,christian,n_america
262347,22.0,usa,christian,n_america
266796,37.0,usa,christian,n_america
273420,62.0,usa,christian,n_america
242357,28.0,usa,christian,n_america
6339,16.0,newzealand,christian,ause
17506,23.0,usa,christian,n_america
65752,18.0,canada,christian,n_america
79188,51.0,canada,christian,n_america
107640,35.0,usa,christian,n_america
112226,34.0,canada,christian,n_america
153208,53.0,usa,christian,n_america
206152,19.0,usa,christian,n_america
215548,26.0,canada,christian,n_america
233810,39.0,usa,christian,n_america
81460,10.0,usa,christian,n_america
81980,27.0,usa,christian,n_america
254068,14.0,usa,christian,n_america
118923,34.0,england,christian,europe
712,29.0,switzerland,christian,europe
50610,39.0,germany,christian,europe
56791,40.0,usa,christian,n_america
68344,31.0,usa,christian,n_america
73142,35.0,usa,christian,n_america
102542,47.0,usa,christian,n_america
190709,26.0,canada,christian,n_america
7721,54.0,australia,christian,ause
34230,39.0,germany,christian,europe
8858,33.0,germany,christian,europe
37683,32.0,germany,christian,europe
41700,42.0,switzerland,christian,europe
42298,45.0,germany,christian,europe
58250,19.0,germany,christian,europe
75833,66.0,germany,christian,europe
76701,20.0,germany,christian,europe
78772,36.0,germany,christian,europe
80583,28.0,germany,christian,europe
80781,27.0,germany,christian,europe
84126,40.0,germany,christian,europe
116074,37.0,germany,christian,europe
187954,40.0,germany,christian,europe
197392,21.0,germany,christian,europe
239610,37.0,germany,christian,europe
262641,61.0,germany,christian,europe
78862,28.0,germany,christian,europe
80061,29.0,switzerland,christian,europe
128077,35.0,germany,christian,europe
157353,20.0,germany,christian,europe
192042,32.0,germany,christian,europe
61497,31.0,germany,christian,europe
184871,27.0,germany,christian,europe
235050,64.0,germany,christian,europe
713,49.0,usa,christian,n_america
11358,20.0,england,christian,europe
15156,37.0,australia,christian,ause
34349,48.0,australia,christian,ause
36992,24.0,australia,christian,ause
60895,61.0,australia,christian,ause
62339,12.0,australia,christian,ause
69406,56.0,england,christian,europe
92142,20.0,england,christian,europe
93341,40.0,england,christian,europe
94999,34.0,germany,christian,europe
110826,33.0,england,christian,europe
115277,26.0,england,christian,europe
119748,62.0,australia,christian,ause
126546,26.0,usa,christian,n_america
132376,19.0,england,christian,europe
138791,55.0,england,christian,europe
144647,60.0,australia,christian,ause
163221,54.0,australia,christian,ause
163925,49.0,usa,christian,n_america
164984,30.0,australia,christian,ause
182763,34.0,australia,christian,ause
189848,36.0,england,christian,europe
191521,33.0,australia,christian,ause
192996,42.0,australia,christian,ause
229369,30.0,france,christian,europe
266580,70.0,usa,christian,n_america
274292,43.0,england,christian,europe
714,35.0,usa,christian,n_america
3948,41.0,usa,christian,n_america
33283,26.0,canada,christian,n_america
41404,72.0,usa,christian,n_america
52498,46.0,netherlands,christian,europe
65769,36.0,usa,christian,n_america
67286,66.0,canada,christian,n_america
68650,24.0,canada,christian,n_america
85787,21.0,usa,christian,n_america
88605,49.0,usa,christian,n_america
186010,21.0,usa,christian,n_america
206553,23.0,germany,christian,europe
234900,53.0,usa,christian,n_america
250539,21.0,canada,christian,n_america
260498,27.0,canada,christian,n_america
272098,22.0,canada,christian,n_america
54208,52.0,usa,christian,n_america
56007,27.0,usa,christian,n_america
61917,29.0,usa,christian,n_america
79182,29.0,usa,christian,n_america
94207,29.0,usa,christian,n_america
103171,39.0,usa,christian,n_america
131045,21.0,usa,christian,n_america
148572,16.0,usa,christian,n_america
202124,22.0,usa,christian,n_america
228328,34.0,usa,christian,n_america
242962,26.0,usa,christian,n_america
277623,54.0,usa,christian,n_america
717,12.0,usa,christian,n_america
192022,15.0,usa,christian,n_america
271491,50.0,usa,christian,n_america
11819,52.0,usa,christian,n_america
98405,38.0,usa,christian,n_america
237132,26.0,usa,christian,n_america
256224,25.0,usa,christian,n_america
275936,22.0,usa,christian,n_america
94213,80.0,usa,christian,n_america
199795,48.0,canada,christian,n_america
206171,25.0,usa,christian,n_america
217491,41.0,usa,christian,n_america
726,31.0,usa,christian,n_america
33282,38.0,usa,christian,n_america
38034,26.0,usa,christian,n_america
144214,62.0,usa,christian,n_america
213780,55.0,usa,christian,n_america
215851,19.0,usa,christian,n_america
269217,29.0,usa,christian,n_america
37597,25.0,usa,christian,n_america
14683,30.0,england,christian,europe
17661,25.0,usa,christian,n_america
59620,25.0,usa,christian,n_america
229656,30.0,usa,christian,n_america
256648,23.0,usa,christian,n_america
728,29.0,usa,christian,n_america
48827,17.0,usa,christian,n_america
98235,17.0,usa,christian,n_america
199935,51.0,usa,christian,n_america
225721,33.0,usa,christian,n_america
245445,23.0,usa,christian,n_america
229412,27.0,usa,christian,n_america
43678,29.0,usa,christian,n_america
249912,26.0,usa,christian,n_america
2632,47.0,usa,christian,n_america
7253,32.0,usa,christian,n_america
10164,34.0,usa,christian,n_america
19969,44.0,usa,christian,n_america
23997,35.0,usa,christian,n_america
38590,31.0,usa,christian,n_america
61774,46.0,usa,christian,n_america
71884,46.0,usa,christian,n_america
123687,35.0,usa,christian,n_america
139824,46.0,usa,christian,n_america
161423,52.0,usa,christian,n_america
167863,24.0,usa,christian,n_america
175101,61.0,usa,christian,n_america
175509,34.0,usa,christian,n_america
198038,35.0,canada,christian,n_america
212904,34.0,usa,christian,n_america
227169,42.0,usa,christian,n_america
255372,28.0,usa,christian,n_america
259232,36.0,usa,christian,n_america
35073,26.0,usa,christian,n_america
40104,19.0,canada,christian,n_america
44404,28.0,usa,christian,n_america
77735,54.0,usa,christian,n_america
82653,53.0,usa,christian,n_america
117306,18.0,usa,christian,n_america
237477,32.0,usa,christian,n_america
239834,43.0,canada,christian,n_america
7266,42.0,usa,christian,n_america
101835,43.0,usa,christian,n_america
151459,54.0,usa,christian,n_america
264137,21.0,usa,christian,n_america
18554,56.0,usa,christian,n_america
20446,38.0,newzealand,christian,ause
42739,58.0,usa,christian,n_america
48440,42.0,usa,christian,n_america
58191,14.0,usa,christian,n_america
109265,41.0,usa,christian,n_america
121779,41.0,england,christian,europe
150275,66.0,newzealand,christian,ause
203981,23.0,usa,christian,n_america
232251,29.0,usa,christian,n_america
248168,57.0,usa,christian,n_america
251400,27.0,usa,christian,n_america
252045,33.0,usa,christian,n_america
253090,23.0,canada,christian,n_america
271844,93.0,usa,christian,n_america
2019,29.0,usa,christian,n_america
2204,61.0,usa,christian,n_america
3099,31.0,sweden,christian,europe
5709,15.0,malaysia,islam,islam
6867,23.0,usa,christian,n_america
6871,28.0,usa,christian,n_america
11283,25.0,usa,christian,n_america
13331,58.0,usa,christian,n_america
17453,29.0,usa,christian,n_america
31818,35.0,usa,christian,n_america
37536,47.0,usa,christian,n_america
53775,35.0,usa,christian,n_america
56198,41.0,usa,christian,n_america
57528,39.0,denmark,christian,europe
58258,24.0,usa,christian,n_america
62069,68.0,usa,christian,n_america
65710,34.0,switzerland,christian,europe
66455,46.0,usa,christian,n_america
66912,75.0,england,christian,europe
69658,39.0,usa,christian,n_america
69698,46.0,usa,christian,n_america
71285,28.0,spain,christian,europe
73542,9.0,canada,christian,n_america
73550,30.0,usa,christian,n_america
79854,29.0,england,christian,europe
81927,17.0,usa,christian,n_america
82144,22.0,usa,christian,n_america
85122,21.0,usa,christian,n_america
92807,47.0,canada,christian,n_america
93405,31.0,usa,christian,n_america
109416,23.0,usa,christian,n_america
110069,18.0,usa,christian,n_america
110081,31.0,usa,christian,n_america
110814,51.0,usa,christian,n_america
114018,20.0,usa,christian,n_america
114185,56.0,usa,christian,n_america
114243,40.0,usa,christian,n_america
116343,45.0,usa,christian,n_america
119580,14.0,usa,christian,n_america
120599,26.0,usa,christian,n_america
121083,38.0,usa,christian,n_america
123154,19.0,usa,christian,n_america
129783,48.0,usa,christian,n_america
153254,36.0,usa,christian,n_america
157126,16.0,usa,christian,n_america
168034,35.0,usa,christian,n_america
168035,35.0,usa,christian,n_america
168332,23.0,canada,christian,n_america
173216,34.0,canada,christian,n_america
179411,41.0,canada,christian,n_america
189747,33.0,canada,christian,n_america
191724,41.0,canada,christian,n_america
195241,58.0,usa,christian,n_america
199953,38.0,canada,christian,n_america
205059,69.0,india,hindu,inida
206440,44.0,usa,christian,n_america
208378,41.0,usa,christian,n_america
221114,28.0,usa,christian,n_america
224659,17.0,usa,christian,n_america
233649,51.0,usa,christian,n_america
234544,31.0,usa,christian,n_america
236247,28.0,canada,christian,n_america
240602,39.0,usa,christian,n_america
247141,8.0,usa,christian,n_america
254288,23.0,usa,christian,n_america
258459,34.0,usa,christian,n_america
267164,23.0,canada,christian,n_america
267809,42.0,canada,christian,n_america
276247,23.0,canada,christian,n_america
28025,33.0,usa,christian,n_america
127048,51.0,usa,christian,n_america
181254,38.0,usa,christian,n_america
264873,72.0,usa,christian,n_america
730,69.0,usa,christian,n_america
105596,14.0,canada,christian,n_america
49679,36.0,usa,christian,n_america
157604,42.0,usa,christian,n_america
214133,65.0,england,christian,europe
